0.000, 27.975, 18742, 27.950
0.000, 32.303, 22964, 32.302
0.000, 32.932, 22917, 32.931
0.000, 30.766, 17764, 30.739
0.000, 24.573, 22989, 24.573
0.000, 28.200, 22974, 28.200
0.000, 29.843, 13447, 29.136
0.000, 25.795, 22996, 25.795
0.000, 31.418, 19392, 31.390
0.000, 30.877, 18403, 30.854
0.000, 29.088, 22860, 29.088
0.000, 32.843, 17953, 32.787
0.000, 24.263, 22974, 24.262
0.000, 27.275, 19870, 27.264
0.000, 31.621, 18514, 31.590
0.000, 31.289, 17747, 31.255
0.000, 29.650, 22265, 29.644
0.000, 26.751, 22965, 26.751
0.000, 29.342, 16490, 29.259
0.000, 31.059, 22997, 31.059
